location,hour,day_of_week,month,base_fare
14,15,5,2,86
1,17,3,2,87
13,21,4,1,81
13,5,1,3,102
13,15,6,2,95
7,3,4,2,128
2,13,4,2,110
11,17,4,2,93
0,16,0,1,70
3,18,0,1,66
6,11,6,3,59
15,17,3,3,139
0,18,5,3,114
15,0,1,3,93
10,12,5,1,56
8,19,2,1,61
10,10,1,3,101
3,15,3,2,128
5,17,1,1,54
10,14,2,1,125
0,3,2,3,107
14,0,0,3,60
13,16,5,2,80
3,17,0,3,122
8,22,4,3,116
13,8,0,3,74
14,2,6,2,114
9,20,5,2,67
2,14,4,2,129
3,16,3,3,83
13,1,0,3,145
10,5,4,2,136
10,21,6,3,136
9,8,5,3,135
13,1,2,3,67
4,2,3,1,91
2,3,1,1,114
13,1,3,1,122
8,20,5,2,104
8,12,2,1,51
13,23,3,2,103
7,8,6,2,106
15,0,3,2,85
15,2,3,1,106
12,6,4,2,135
12,13,5,3,122
2,2,0,1,77
15,22,3,2,150
3,9,0,1,58
11,1,6,2,146
4,4,4,3,84
2,12,3,2,74
3,7,3,1,61
1,13,4,3,109
5,19,5,3,103
8,19,6,2,50
10,12,6,1,66
3,2,3,1,105
1,23,5,3,127
14,12,3,1,128
10,8,4,2,86
6,2,6,1,143
8,19,2,1,53
7,5,6,2,142
8,0,6,1,131
15,18,0,3,52
9,1,5,2,120
10,6,5,1,79
14,22,1,1,75
5,11,0,1,150
2,23,3,1,64
13,6,0,3,103
3,1,3,1,51
6,17,6,2,109
4,5,2,1,141
14,2,0,3,140
7,14,3,2,85
9,0,6,1,108
0,5,1,2,119
5,2,3,3,88
10,8,1,2,50
8,14,3,3,100
5,5,5,3,106
5,22,2,1,58
3,22,1,1,55
2,8,3,3,76
15,2,5,2,110
0,13,5,1,56
6,19,4,2,63
0,10,6,2,97
13,2,4,3,55
7,2,2,2,111
2,15,1,1,82
11,0,5,3,68
15,7,3,1,74
5,1,1,1,109
6,1,0,2,130
5,0,0,1,115
0,2,6,1,62
4,14,3,2,99
7,1,3,1,121
7,20,3,2,60
3,0,6,3,143
10,0,3,3,148
8,1,6,1,132
3,10,0,2,108
14,20,6,1,59
6,10,2,3,110
13,2,3,1,149
11,0,2,1,130
13,18,1,3,139
5,21,4,3,83
5,17,1,1,91
6,12,3,3,70
7,7,4,1,128
7,21,1,1,137
3,11,0,3,111
14,11,3,2,117
0,12,4,3,109
4,19,6,1,113
7,23,2,3,130
5,23,1,1,120
15,5,2,3,103
6,20,3,2,78
6,7,3,3,52
0,10,3,1,91
9,16,0,1,112
6,2,6,3,144
11,11,5,3,73
1,14,3,3,132
4,0,0,2,120
11,15,0,3,63
10,10,3,3,110
10,13,6,1,76
4,15,3,3,82
15,4,3,2,82
1,12,6,1,146
14,0,2,3,114
6,16,3,2,100
15,22,2,3,98
3,13,4,3,98
13,10,5,1,62
9,13,4,1,62
4,15,3,3,148
8,0,4,1,73
6,15,2,3,61
8,9,2,3,134
11,1,5,2,124
4,12,1,1,86
9,12,0,1,61
10,19,0,1,113
10,6,4,1,135
4,0,4,3,83
15,14,3,1,142
9,15,2,1,51
15,6,6,1,111
14,23,0,1,132
8,3,3,1,126
5,1,1,1,130
6,0,1,3,142
8,14,3,3,72
2,2,4,2,117
10,9,6,3,97
9,23,2,3,52
15,21,3,1,112
14,8,6,1,135
9,20,6,1,56
8,2,2,1,127
3,19,4,3,135
15,11,5,2,123
3,23,5,1,64
9,11,5,1,131
6,17,5,3,73
15,16,4,2,129
1,10,3,2,135
2,9,2,1,58
11,0,2,1,93
12,14,0,2,94
0,8,1,2,83
5,5,0,2,128
15,19,5,3,93
3,21,1,1,72
14,9,5,3,109
15,5,1,2,109
2,3,2,1,75
0,19,6,1,145
13,12,6,1,129
11,5,5,2,134
1,19,5,2,135
3,16,6,1,52
8,11,6,1,63
1,14,5,3,149
7,8,0,2,76
2,7,2,1,67
3,3,5,2,111
15,8,1,3,137
10,6,3,3,61
4,20,3,3,112
15,22,3,3,106
1,12,5,2,100
6,16,1,1,112
4,21,1,1,110
5,7,0,3,106
1,1,4,1,125
2,6,5,1,145
0,15,0,2,122
6,13,3,3,54
13,12,3,3,110
7,8,5,3,73
2,6,4,1,131
8,11,6,3,116
7,15,2,3,137
0,9,2,1,112
0,3,1,1,118
12,0,5,3,147
2,19,6,1,139
4,6,1,1,83
13,16,6,3,140
3,10,4,3,59
11,21,4,3,109
3,15,0,3,50
2,12,0,1,149
4,19,0,1,129
14,7,1,2,74
2,11,3,1,112
13,0,2,2,88
4,7,3,1,134
10,11,2,3,71
9,16,6,2,113
7,22,2,2,147
9,12,2,1,55
12,0,2,1,106
13,19,0,2,90
2,14,4,3,148
12,10,3,2,79
1,9,1,1,130
15,20,0,3,149
3,7,0,3,96
2,20,4,2,98
12,20,0,3,148
8,2,3,3,122
8,20,4,2,135
6,8,2,2,63
7,9,6,2,86
10,3,1,2,112
4,4,3,2,105
12,21,0,3,103
12,18,1,2,142
9,16,4,1,65
8,0,1,3,133
0,17,5,1,66
5,7,6,3,111
2,8,3,3,92
13,2,1,1,95
5,21,4,2,87
12,21,6,3,64
13,11,2,2,115
4,11,1,3,54
13,12,5,2,110
3,9,5,3,68
5,14,4,3,99
15,1,6,3,128
9,19,2,3,133
12,15,3,3,77
2,3,0,2,143
15,16,1,2,93
2,2,0,2,78
10,0,6,1,145
10,1,0,3,133
14,4,2,2,125
12,8,1,3,67
5,7,5,3,94
13,8,3,1,102
8,21,0,1,117
12,18,0,1,64
6,1,6,1,80
3,21,3,2,51
14,0,4,1,53
6,11,6,2,59
6,23,0,1,110
14,6,2,3,61
7,17,5,3,77
11,15,0,1,126
14,9,4,2,73
11,4,1,1,149
13,18,4,3,148
4,17,6,2,95
12,18,2,2,121
6,12,0,1,102
15,8,2,1,72
9,1,4,2,97
14,6,1,2,148
4,3,4,1,141
8,20,6,1,117
1,6,1,1,84
11,9,2,2,82
11,2,1,2,137
8,6,1,1,124
4,19,5,1,109
8,17,3,2,120
2,0,4,3,104
10,14,5,1,124
4,22,0,3,119
4,15,2,1,126
10,23,5,2,124
15,21,5,3,118
11,4,2,1,122
12,8,0,2,114
13,21,5,1,138
14,15,2,2,98
2,1,2,2,95
6,0,0,2,131
5,9,1,3,104
12,12,2,3,80
7,21,4,2,111
7,5,5,2,96
14,5,2,1,85
3,7,0,1,114
3,9,5,3,63
6,5,5,3,110
15,7,6,2,101
7,17,0,3,105
9,23,6,3,96
12,16,2,2,57
6,16,0,3,70
2,23,4,1,67
1,14,0,2,115
5,16,0,2,108
13,3,6,3,150
14,6,0,1,84
9,21,1,3,143
14,14,2,2,139
12,20,6,1,76
11,19,1,1,147
2,1,4,2,51
15,4,4,2,56
1,1,1,1,112
11,10,2,2,103
10,8,3,1,70
3,23,4,2,121
9,8,5,3,92
8,21,3,2,52
6,3,6,1,117
6,3,3,3,116
5,11,1,1,93
10,14,0,3,108
3,6,0,3,72
3,20,1,3,92
8,18,3,3,109
13,11,2,2,144
10,23,4,2,52
15,16,5,3,63
15,3,1,3,83
0,3,3,1,74
12,14,1,2,107
15,0,6,2,81
0,4,1,1,53
7,19,4,3,128
2,6,3,2,150
9,2,0,2,68
14,16,3,3,61
5,21,3,1,133
3,14,2,1,147
4,15,5,1,119
0,14,4,2,105
0,8,2,3,118
3,6,1,2,116
0,18,1,1,108
2,3,2,3,124
3,15,3,2,77
5,6,4,2,81
8,12,1,3,65
15,22,3,1,73
11,21,5,2,145
7,14,6,3,52
0,18,1,3,149
6,11,1,3,145
9,22,1,3,115
7,22,3,2,108
7,0,0,1,127
7,0,1,2,75
0,19,0,1,95
2,7,1,1,128
11,22,4,1,100
8,16,5,3,131
1,4,0,3,88
7,21,5,2,84
11,14,6,3,149
7,9,0,1,94
4,11,1,2,74
12,17,3,1,132
10,13,4,1,52
0,5,4,1,76
9,20,6,3,147
0,15,1,2,82
4,3,5,2,76
15,20,2,2,59
2,20,4,3,95
7,3,5,3,78
1,12,5,1,82
3,6,1,2,54
9,4,3,1,85
2,19,0,1,146
10,7,1,3,94
1,2,6,1,119
3,21,1,1,143
15,22,0,2,60
3,7,1,2,89
10,5,2,3,101
4,5,5,2,73
14,5,6,3,119
10,20,5,3,94
8,7,3,3,54
4,7,2,1,77
0,17,5,2,137
0,7,1,1,71
12,11,1,3,134
3,12,6,1,114
1,2,4,2,65
1,2,1,1,114
13,14,6,3,149
7,17,3,3,150
7,0,4,3,113
13,10,3,2,117
3,0,2,1,51
2,8,0,2,107
13,21,4,3,76
10,3,5,3,91
12,12,1,1,129
7,12,4,2,137
13,20,2,2,55
7,1,1,2,84
12,19,3,1,56
4,13,6,2,71
10,7,2,1,60
15,4,5,3,128
15,20,4,1,141
3,2,3,3,113
12,17,2,1,144
4,13,3,2,70
0,20,4,2,137
15,10,6,1,95
9,7,6,1,92
2,19,1,1,66
6,3,0,2,138
15,16,6,2,69
7,13,3,2,71
1,14,0,1,117
5,10,4,2,80
7,5,0,1,106
4,18,2,2,97
5,5,6,2,133
15,8,2,1,63
2,2,5,1,89
11,2,6,3,81
5,18,0,2,125
6,6,2,2,73
7,13,4,3,104
8,16,1,1,92
4,0,0,1,101
2,2,6,2,110
12,12,6,3,135
6,14,5,3,110
5,1,1,3,61
8,2,4,3,143
14,16,6,3,64
9,13,3,3,130
15,6,1,1,96
3,15,4,3,94
1,22,3,2,94
1,0,5,3,67
3,1,0,2,51
5,19,3,3,71
5,10,5,3,130
4,8,6,3,115
2,9,6,3,67
1,19,1,1,131
9,2,1,2,52
2,5,5,3,68
3,11,5,3,112
0,2,6,3,84
7,20,0,2,87
2,8,5,1,56
10,12,3,2,57
3,10,6,3,71
2,16,6,3,108
14,9,3,1,122
6,18,3,2,140
3,10,5,1,145
5,2,2,3,70
10,19,3,3,85
11,4,1,3,92
10,15,6,1,77
0,10,3,3,137
10,8,1,1,98
10,10,1,1,146
14,3,0,2,56
5,1,2,1,109
13,19,6,1,50
6,12,2,3,150
2,6,5,2,103
13,21,2,3,133
9,5,2,3,76
10,1,5,3,105
14,10,3,1,64
15,2,6,3,69
11,10,6,2,99
1,15,3,1,145
1,9,3,3,70
8,12,5,1,84
10,3,4,3,100
12,12,6,2,129
11,18,3,3,98
3,22,1,2,144
13,10,6,1,147
12,8,4,2,114
1,2,2,3,87
2,12,4,1,103
14,14,6,1,78
13,18,3,1,130
1,20,6,1,102
3,1,2,2,146
10,22,5,3,60
15,12,4,2,90
14,13,4,2,80
13,5,2,1,82
3,6,2,1,118
3,16,1,3,88
0,22,3,1,52
12,11,1,1,109
0,4,6,1,117
8,21,0,3,126
5,17,4,2,51
13,19,6,2,129
10,13,4,2,82
6,15,0,3,133
13,19,1,1,67
12,7,3,2,112
12,10,0,1,96
8,6,6,3,53
0,10,6,3,63
9,20,5,1,140
13,14,3,3,54
0,23,4,2,144
0,0,0,2,52
10,10,0,2,88
12,6,1,2,104
11,19,0,1,76
1,3,1,1,54
9,13,4,3,104
13,10,4,1,126
12,16,4,1,110
5,3,2,1,102
9,19,4,3,106
12,15,1,1,145
6,19,5,3,97
8,1,3,3,89
8,19,1,1,113
12,19,1,1,97
8,12,4,1,70
10,6,3,2,133
7,18,1,2,85
3,15,5,3,73
12,5,0,3,104
2,1,3,1,93
4,5,0,3,136
11,15,1,1,88
15,8,6,3,90
5,2,4,1,149
14,4,2,2,109
4,7,2,3,108
4,23,4,2,103
6,0,2,1,96
6,21,3,2,123
9,6,0,1,125
10,16,4,3,70
13,4,4,2,128
7,6,4,3,68
12,22,0,2,63
7,1,0,2,137
2,15,6,2,134
13,7,1,3,143
7,2,1,1,130
13,17,6,1,63
14,11,1,1,128
12,4,1,2,129
14,7,4,3,103
0,7,1,2,139
1,9,6,3,105
13,9,6,3,118
1,1,6,3,67
14,17,6,2,89
14,18,6,2,54
12,0,0,3,55
0,10,6,1,133
7,19,5,1,97
1,7,2,3,69
4,16,3,2,60
10,2,4,2,65
0,22,0,1,57
8,17,2,2,106
3,1,2,1,129
4,21,3,1,100
4,2,5,3,124
9,21,3,1,72
12,5,5,2,86
1,9,1,3,61
11,11,4,1,115
11,8,6,3,62
14,13,1,2,59
2,10,2,3,119
4,3,3,2,57
5,10,6,1,137
1,1,6,3,147
1,0,1,1,102
15,22,3,3,98
2,12,5,3,94
4,14,4,1,77
13,19,5,1,73
3,14,4,1,111
0,22,3,3,51
1,0,0,1,51
10,3,0,2,136
12,3,2,1,150
12,9,3,3,100
4,3,2,3,92
0,23,2,3,105
3,10,4,1,104
11,23,1,1,57
10,22,5,3,126
14,23,4,3,52
13,13,0,1,145
12,14,3,1,103
11,1,4,1,87
2,13,2,1,93
1,8,2,3,107
10,12,3,1,51
6,9,0,3,53
13,4,1,2,51
0,19,2,2,74
2,9,4,2,126
12,7,4,1,125
6,22,0,2,87
12,5,1,1,102
11,9,6,1,119
10,8,3,3,116
4,5,4,1,52
14,6,5,3,78
5,5,0,3,96
3,4,6,1,112
7,3,3,1,111
0,4,1,1,55
11,7,4,1,150
7,19,2,3,106
4,18,0,3,74
13,8,3,3,150
14,19,6,2,95
6,4,4,2,88
0,16,4,3,100
6,12,4,3,99
15,4,3,1,74
3,8,4,2,57
15,17,2,2,81
12,20,5,2,105
8,10,4,2,121
4,15,1,3,96
4,11,2,2,89
1,1,2,3,103
14,20,3,1,62
12,4,0,1,124
4,12,2,1,82
8,3,3,3,96
8,15,3,3,83
13,17,6,3,58
3,10,3,2,68
4,23,3,2,56
11,18,0,1,57
0,1,0,2,145
13,16,4,2,70
9,17,2,3,69
1,16,6,1,123
5,8,1,3,65
10,6,0,3,105
9,16,1,3,131
15,15,1,1,75
12,7,3,1,90
0,19,1,1,118
12,16,0,1,141
0,7,6,3,70
4,10,5,3,124
8,1,0,3,93
15,11,3,1,84
3,3,3,2,129
2,19,6,1,128
0,9,6,1,79
14,2,1,3,61
0,0,1,2,131
11,12,2,1,115
1,1,2,2,136
10,9,2,3,97
10,11,0,3,85
2,2,0,1,99
9,1,6,1,84
7,0,3,2,130
6,15,3,2,144
13,0,2,2,117
5,18,1,1,112
2,6,5,3,134
7,3,5,1,136
13,22,2,1,79
6,19,1,2,140
14,1,5,3,106
12,1,5,1,83
9,23,5,1,116
7,3,2,3,50
1,16,3,3,149
15,15,4,2,134
15,1,4,3,131
12,0,1,1,103
15,22,6,1,91
11,15,2,1,52
6,4,0,1,92
5,3,1,1,117
5,18,4,1,62
2,5,5,1,103
5,10,6,3,142
5,16,1,1,70
7,18,4,1,91
12,18,2,3,80
11,23,4,1,150
2,3,4,2,91
7,18,1,2,127
12,7,6,1,69
9,19,0,1,132
5,22,4,1,127
1,0,5,3,122
12,3,4,3,123
7,23,1,2,87
3,3,6,3,74
2,7,1,3,121
13,5,2,1,110
3,14,3,3,94
9,10,6,1,118
7,10,2,3,145
1,3,5,3,118
12,3,4,1,113
2,10,6,2,121
2,13,4,1,89
2,20,6,2,105
6,12,4,2,132
13,3,2,1,134
6,19,4,1,125
13,8,1,1,51
4,4,4,2,53
3,0,3,1,79
0,6,0,2,93
10,4,6,1,126
10,18,2,3,136
2,5,5,3,88
14,2,1,1,130
15,15,1,2,132
0,23,4,1,91
5,10,1,3,116
14,17,3,2,115
4,7,1,2,138
10,10,0,2,135
11,18,1,2,135
2,23,2,3,66
9,17,2,3,60
4,2,2,3,55
0,12,5,1,86
3,8,6,2,120
0,19,3,1,119
4,11,3,1,108
8,10,2,1,116
15,8,2,2,90
15,18,5,1,51
12,9,0,2,71
4,8,4,1,55
0,23,5,1,102
0,12,6,1,75
7,5,6,1,103
9,4,2,1,140
8,19,2,3,67
7,21,5,1,127
5,16,4,2,150
7,23,1,2,130
0,8,6,1,138
13,12,1,1,113
6,19,0,1,124
11,14,3,1,82
8,5,4,3,87
8,2,2,2,111
5,9,0,1,68
10,3,3,1,101
6,0,3,1,97
12,0,4,1,113
5,9,6,2,115
8,23,4,3,55
7,3,5,2,65
12,6,5,2,105
8,15,4,3,129
8,14,2,2,97
11,2,6,2,125
12,5,4,2,77
14,12,3,2,78
7,3,0,1,109
12,8,5,2,104
4,2,2,1,132
8,23,6,2,81
12,21,5,1,78
7,2,6,1,83
1,1,2,3,61
7,22,6,3,128
8,23,5,2,144
13,11,4,1,89
12,1,6,3,57
4,15,3,2,94
8,6,5,3,67
12,10,0,1,64
14,16,6,1,117
5,21,5,1,63
13,7,4,1,95
6,22,0,1,145
4,13,4,2,148
9,23,2,3,112
11,14,2,3,57
0,7,3,2,102
9,8,1,1,103
14,13,2,3,106
3,10,4,3,58
2,10,2,3,140
13,20,4,2,144
12,9,0,2,113
3,11,6,2,139
13,7,0,3,115
1,1,5,3,107
10,13,0,1,99
12,10,6,2,59
2,8,5,3,65
10,11,1,2,71
1,1,3,3,115
9,21,6,1,114
2,23,0,3,100
8,23,4,1,150
4,20,6,2,57
3,22,1,1,145
0,2,3,3,66
13,18,1,1,138
14,21,5,1,99
14,17,3,1,83
13,11,5,2,122
15,2,6,2,96
9,11,4,3,51
12,12,2,1,147
13,20,0,3,55
0,22,5,2,55
0,10,3,1,60
12,11,0,1,118
0,16,5,1,95
11,15,4,1,55
15,10,4,3,109
4,1,6,3,128
7,16,5,1,70
0,11,6,1,74
4,15,2,2,96
6,7,0,1,85
11,13,3,1,64
9,10,6,2,118
7,3,2,1,95
15,19,4,1,57
12,22,1,2,83
4,11,2,1,128
2,3,1,3,93
12,9,2,3,132
2,12,2,3,122
3,11,2,3,81
14,14,4,1,119
11,10,5,2,81
5,18,2,3,89
14,14,2,2,116
8,15,1,3,97
5,3,1,2,52
10,22,3,2,83
4,23,2,2,56
1,12,5,1,119
15,21,6,2,101
9,2,5,3,96
11,19,0,2,52
1,11,6,1,143
8,13,2,1,119
11,22,6,2,86
13,13,5,1,144
15,14,2,2,144
13,8,3,3,137
0,22,4,1,118
6,2,3,3,57
6,3,2,3,129
14,10,6,3,108
1,20,0,2,100
14,17,2,1,85
15,18,0,1,52
15,9,3,3,61
5,12,0,3,97
14,16,4,1,144
12,5,2,3,134
3,11,3,1,78
2,12,1,1,94
7,3,0,3,98
3,14,1,2,58
4,1,5,3,133
8,22,1,2,109
7,21,2,2,76
8,11,3,2,81
13,22,3,1,88
8,17,4,1,85
15,7,2,3,128
0,13,0,2,99
1,11,3,3,76
15,18,0,3,110
0,7,2,3,57
6,22,6,2,121
0,21,2,3,59
7,1,0,1,94
10,9,1,3,111
3,1,5,3,119
2,11,2,3,139
8,16,2,3,101
9,19,4,2,120
8,21,6,2,102
5,15,6,3,111
10,7,6,1,75
3,11,4,2,141
3,23,6,3,72
12,21,2,1,147
14,4,1,3,68
14,14,3,3,100
11,22,3,1,52
8,2,2,2,118
5,2,0,3,145
10,21,5,2,89
10,3,3,1,50
10,7,6,2,116
0,8,0,1,102
4,17,3,2,143
7,14,5,2,83
14,9,1,3,133
4,18,4,3,138
13,3,0,1,110
11,5,4,1,70
12,0,6,1,73
9,16,3,3,90
6,17,1,1,82
5,16,4,2,76
2,10,1,1,95
3,15,5,1,81
5,13,5,2,98
11,3,2,2,50
9,15,2,1,67
2,17,4,3,104
15,16,3,2,57
15,20,4,2,134
14,13,0,1,126
4,6,4,1,112
8,8,5,1,147
6,8,6,3,50
7,22,2,1,57
12,10,0,3,122
12,6,4,3,75
7,6,4,1,125
8,14,6,3,120
8,14,4,2,105
4,0,5,2,126
12,5,6,2,78
7,18,5,3,133
14,19,5,2,130
14,13,3,1,106
13,20,1,3,133
12,1,3,1,101
12,10,5,2,84
11,12,0,3,132
15,15,3,1,140
15,11,2,1,124
5,20,4,2,98
13,16,3,3,91
2,21,3,3,105
2,3,1,3,60
5,18,5,2,84
6,2,6,3,140
15,15,0,1,126
10,0,2,1,93
12,14,3,1,137
13,14,2,1,115
1,16,1,1,110
15,15,1,3,53
4,7,3,3,146
14,20,2,1,63
13,9,1,1,130
4,11,2,2,123
13,10,6,2,118
13,6,5,2,98
15,19,5,3,149
1,11,0,2,126
11,11,5,1,106
10,12,0,3,123
1,15,6,1,100
6,5,1,1,118
5,14,3,1,90
14,10,1,2,87
6,5,6,3,76
0,14,0,3,125
10,0,3,1,121
7,3,3,3,120
11,20,3,1,109
0,5,5,2,80
11,5,4,1,91
0,20,1,3,63
10,21,5,3,132
4,13,1,1,117
15,14,6,2,104
9,6,4,2,108
7,0,5,1,105
12,15,5,2,76
4,4,4,3,74
13,15,3,3,126
6,7,1,1,50
12,3,6,3,62
5,2,4,2,51
1,14,2,3,131
0,19,0,1,63
3,8,0,1,87
0,1,0,3,106
15,18,6,2,126
12,20,0,1,143
0,22,1,1,52
5,16,6,3,105
14,14,0,1,129
8,13,1,2,114
3,5,3,1,89
12,22,2,1,98
6,4,0,3,64
11,2,1,3,128
14,2,0,1,108
4,12,0,1,64
11,15,1,2,129
10,17,5,1,54
3,21,5,1,108
5,12,4,1,140
4,18,2,2,131
11,16,0,3,114
4,13,0,1,135
15,20,5,3,102
0,7,3,1,98
6,1,3,1,56
2,17,5,3,145
15,11,4,1,123
4,13,1,1,81
12,18,1,2,101
11,13,1,2,96
7,16,2,2,129
2,16,2,3,107
15,19,3,2,68
3,18,4,1,71
5,9,5,2,69
9,3,5,2,121
5,12,0,3,96
9,13,1,3,121
8,10,0,1,77
10,22,4,3,80
13,1,3,3,62
14,13,2,2,95
14,2,2,1,110
3,11,1,1,50
13,11,3,2,62
1,13,5,3,57
3,17,0,1,56
6,23,5,1,50
9,9,3,1,126
6,16,1,3,143
3,6,5,1,120
13,21,4,2,126
15,6,5,3,142
4,13,2,3,141
11,19,3,2,109
8,4,2,1,100
14,10,3,2,98
3,16,5,3,99
7,17,1,2,56
9,14,2,1,60
4,10,6,3,122
15,18,0,2,78
14,12,1,3,90
5,17,5,1,77
5,15,4,2,148
9,22,5,3,111
7,4,5,3,119
13,20,2,1,127
7,14,5,3,145
3,20,2,2,136
11,15,4,3,82
0,13,1,3,124
15,11,0,1,143
2,23,5,3,63
1,1,0,2,115
0,10,6,1,62
8,10,2,3,89
9,11,1,2,117
11,18,2,1,108
1,14,2,2,79
2,20,5,1,123
13,4,4,2,68
0,23,3,2,125
15,19,3,2,130
11,14,2,1,55
4,4,0,3,150
2,11,1,1,136
0,23,1,1,90
1,16,0,3,100
4,10,4,3,150
0,15,0,3,121
3,21,4,1,119
12,13,6,1,61
0,14,5,3,150
14,13,5,3,53
1,22,3,1,109
0,6,0,1,140
9,7,4,3,125
13,1,6,3,79
12,3,0,3,68
11,17,0,2,120
8,8,0,2,114
1,19,4,3,92
13,9,4,1,91
0,22,1,1,136
15,4,1,2,52
2,0,3,3,58
12,17,4,2,81
3,0,5,3,69
3,18,4,3,132
5,22,2,2,120
0,10,5,2,76
13,3,5,3,126
4,9,0,2,76
13,23,5,3,115
12,10,1,1,136
9,16,6,2,116
5,15,0,1,75
9,13,6,3,106
14,2,5,2,92
12,14,4,3,60
1,20,3,2,55
5,22,6,3,133
4,15,0,2,72
12,1,4,1,89
4,22,5,1,91
1,19,6,2,50
7,16,2,3,76
14,5,5,1,101
0,22,2,3,50
7,4,1,3,102
0,20,5,1,69
13,16,1,2,108
10,22,1,1,127
3,21,4,2,66
3,0,6,1,120
1,21,2,3,95
12,14,1,1,120
14,3,5,2,54
4,23,5,1,118
6,9,0,2,87
3,10,2,2,132
0,12,3,3,86
13,15,2,3,86
15,18,3,1,89
10,6,4,3,148
7,12,4,3,107
5,1,1,2,63
13,6,2,2,134
4,5,4,1,98
10,17,4,3,87
0,3,0,3,150
14,7,6,3,70
8,21,6,3,61
2,22,5,1,143
10,22,1,1,81
8,14,1,3,53
13,14,6,3,141
14,17,4,2,64
14,21,3,1,131
2,18,6,2,77
13,11,3,3,94
8,5,2,2,108
13,9,6,1,100
3,17,4,2,121
9,20,2,2,99
3,6,3,3,109
0,22,4,2,134
14,23,6,1,91
0,16,1,3,142
11,10,1,3,135
4,19,6,3,65
8,5,1,1,89
1,15,0,1,150
13,14,1,2,135
1,10,1,2,86
0,6,3,2,65
7,6,3,2,94
3,5,1,2,51
10,18,5,2,121
3,3,1,2,128
9,8,4,3,130
8,20,0,2,76
6,15,1,1,72
0,3,1,1,147
6,1,2,1,115
9,21,5,1,112
10,8,2,2,133
15,17,1,1,128
6,11,5,1,107
1,12,1,1,55
5,3,6,2,130
12,16,2,1,150
9,0,6,2,131
3,18,5,1,127
15,1,5,2,70
11,13,6,2,96
10,22,1,2,63
15,21,4,3,96
10,3,3,1,146
5,11,4,3,126
8,13,4,1,133
5,8,6,1,95
10,18,6,1,58
3,4,3,1,119
5,13,4,3,99
9,17,0,2,136
0,12,3,1,145
11,1,5,2,100
13,12,3,1,128
10,7,4,2,143
9,19,2,1,143
12,12,2,3,79
7,16,1,3,117
9,4,6,2,143
9,4,6,3,88
11,9,1,3,61
9,22,6,3,138
9,1,6,1,133
7,21,6,1,116
10,13,2,1,145
12,9,3,2,100
12,9,1,1,71
15,1,1,1,84
6,12,4,2,110
11,15,5,3,66
14,6,1,1,69
13,1,0,1,132
7,0,4,1,70
10,12,5,3,104
14,7,1,2,76
9,0,2,3,63
10,21,6,2,101
2,14,5,1,123
8,4,0,2,102
5,8,3,2,57
2,6,3,3,119
5,3,5,2,77
8,23,3,3,71
12,8,0,2,63
7,22,5,2,145
9,17,4,1,109
9,1,6,3,140
3,3,3,1,117
9,9,2,3,124
0,15,1,3,81
1,14,2,2,82
12,15,0,2,100
13,15,6,2,85
4,19,1,2,53
1,14,6,2,112
10,23,6,3,82
6,15,6,3,139
0,23,0,2,83
5,6,0,2,84
12,14,4,3,130
8,8,3,3,139
12,16,2,3,135
2,19,5,3,82
11,17,3,3,130
7,12,3,1,51
10,2,0,3,87
15,5,3,2,84
9,15,0,3,64
8,10,3,1,128
4,11,0,3,135
15,6,4,1,85
11,9,4,2,109
0,13,5,3,138
11,3,1,2,84
13,11,6,2,113
12,22,6,3,109
12,7,4,2,134
13,16,3,1,98
4,5,4,2,52
1,6,6,1,89
11,14,5,3,53
9,16,0,3,141
12,20,5,2,72
12,15,5,3,138
15,3,0,3,104
11,16,5,2,68
6,4,0,3,101
11,3,1,1,148
3,11,4,3,118
6,8,1,3,128
1,2,0,3,61
11,14,6,2,122
7,2,2,3,147
0,3,6,3,141
10,5,6,2,93
2,6,0,2,72
7,1,3,2,68
4,0,1,3,118
9,23,4,1,57
12,5,5,1,118
5,1,3,1,73
7,20,2,1,87
6,10,4,2,66
13,15,1,2,117
10,8,1,2,130
3,3,4,1,149
1,13,4,2,104
5,2,4,2,130
2,0,1,1,59
3,2,6,1,91
8,4,6,1,148
12,5,4,3,111
11,17,3,1,124
8,10,2,2,57
15,13,2,2,122
5,6,3,2,100
6,10,0,3,128
6,7,3,3,134
8,1,3,1,144
15,12,6,2,52
11,20,4,1,108
2,11,1,2,86
2,22,0,3,106
2,8,1,3,94
6,5,6,1,58
14,15,6,2,106
5,3,5,1,64
7,18,4,3,141
11,15,1,1,143
12,5,0,3,136
10,6,1,3,64
3,17,5,3,64
9,15,1,2,79
12,8,2,2,148
14,20,1,2,134
11,4,0,2,83
9,16,3,1,88
5,0,1,2,117
2,2,6,3,70
7,1,1,1,143
13,17,3,3,140
9,22,6,2,99
14,10,6,3,74
12,21,3,3,114
8,14,6,1,83
13,17,3,1,90
8,23,5,1,95
1,8,3,2,68
7,0,1,2,131
11,12,1,1,126
7,7,1,2,111
0,3,4,2,113
4,21,3,1,89
10,12,1,1,65
0,9,2,3,136
7,10,1,1,51
0,14,2,3,81
13,23,5,2,95
12,19,6,1,82
4,3,4,1,103
11,7,5,3,76
6,18,0,2,76
3,8,2,1,111
2,21,2,3,133
10,14,1,3,78
7,9,0,1,140
4,3,6,3,134
0,18,6,2,135
14,11,4,3,148
14,20,3,1,58
0,18,1,3,72
14,1,3,3,88
15,1,4,2,71
